t,x,y,z
2020-05-15 12:29:28.602179,0.8992706930160522,-0.06532234231829644,-0.40904005327224735
2020-05-15 12:29:28.692058,0.7321866750717163,0.26197317242622375,0.46424251794815063
2020-05-15 12:29:28.721957,0.086553193628788,0.03811843320727348,1.401987910270691
2020-05-15 12:29:31.326624,0.8852088844299316,0.10745348875522613,-0.1538894967079163
2020-05-15 12:29:32.067525,0.22862648963928223,0.18573631346225739,0.9440816044807434
2020-05-15 12:29:32.191741,0.010425174608826637,0.13596384227275848,1.2379800081253052
2020-05-15 12:29:34.917942,0.253879705619812,0.12930481975078584,0.2084876104354858
2020-05-15 12:29:35.618874,-0.0014810138382017612,0.09760261327028275,1.0651990175247192
2020-05-15 12:29:33.688958,0.11710137128829956,-0.0045832921750843525,1.3378957509994507
2020-05-15 12:29:37.942396,1.1744468605041505,-0.08944492692947388,0.2294456764221191
2020-05-15 12:29:37.608940,0.1701970398426056,0.46494778990745544,2.4708423614501953
2020-05-15 12:29:36.628489,0.13261792063713074,-0.05717053636908531,1.202643871307373
2020-05-15 12:29:41.701714,0.3918314373016357,-0.1413085078716278,-0.12854500570297245
2020-05-15 12:29:39.405733,0.13649705052375793,0.3037335276603699,0.9104514122009277
2020-05-15 12:29:39.529781,-0.16044317185878754,-0.13918735086917877,1.232374906539917
2020-05-15 12:29:43.168678,2.6761567985534667,0.36190009956359864,-2.518347163581848
2020-05-15 12:29:43.258505,-1.9105079174041748,6.501499652862549,-7.897060394287109
2020-05-15 12:29:42.925055,-0.017525332048535347,-1.6010162830352783,4.322451114654541
2020-05-15 12:29:48.296634,0.30770267004966734,-0.30148252005577086,-0.16875501432418827
2020-05-15 12:29:46.821416,0.01575898379087448,0.8939622640609741,-0.49507272243499756
2020-05-15 12:29:48.326470,0.29069265723228455,-0.40646564960479736,0.8344180583953857
2020-05-15 12:29:52.692407,0.7567124759674072,0.07249136363267898,-0.2116456822395325
2020-05-15 12:29:52.910698,0.533623456954956,0.218027725815773,0.8629305362701416
2020-05-15 12:29:50.456827,0.05600500851869583,-0.03184181824326515,1.1346524953842163
2020-05-15 12:29:55.622419,2.8851452266693114,-0.22887349779605864,-0.3483596042633057
2020-05-15 12:29:55.836327,-0.08639247715473175,0.3163587152957916,0.5709817409515381
2020-05-15 12:29:55.960446,0.476163774728775,-0.012543746270239353,1.2847697734832764
2020-05-15 12:29:56.085328,0.39255873317718504,-0.04530059452056885,0.1378156944274902
2020-05-15 12:29:58.873110,-0.20289888978004456,0.8959046006202698,1.4531643390655518
2020-05-15 12:29:58.992862,-0.08466462790966034,-0.04583292081952095,1.2326186895370483
2020-05-15 12:30:08.622298,2.768044034194946,-2.492778531265259,-0.8330726222038269
2020-05-15 12:30:08.652184,1.89592707157135,1.5390621423721313,0.7432754039764404
2020-05-15 12:30:08.074791,0.03830645605921745,-0.08225803077220917,0.8478213548660278
2020-05-15 12:30:10.193004,3.3891902362823485,-1.0987341320037842,-0.6456697479724884
2020-05-15 12:30:10.466597,0.061096370220184326,0.30786100029945374,0.46424251794815063
2020-05-15 12:30:10.556259,0.37069979310035706,0.03569050878286362,1.1626776456832886
2020-05-15 12:30:20.998449,1.9968233501434327,-1.8308546459197999,-0.5586699739933014
2020-05-15 12:30:20.664815,0.09891793131828308,0.28479570150375366,0.7001410722732544
2020-05-15 12:30:20.784425,-0.059487391263246536,0.12333863228559494,1.9027849435806274
2020-05-15 12:30:22.769879,3.6995208656311034,-1.0430108224868775,-0.9441983726710081
2020-05-15 12:30:23.073401,0.01648632250726223,0.15247373282909393,1.0559383630752563
2020-05-15 12:30:23.103336,0.38257965445518494,-0.07116164267063141,1.3598283529281616
2020-05-15 12:30:31.862927,0.8815721666336059,-0.015629807127453387,-0.3671242193222046
2020-05-15 12:30:32.115794,0.2676602900028229,0.05025806277990341,0.776418149471283
2020-05-15 12:30:31.927337,0.37845808267593384,-0.10131487250328064,1.0549635887145996
2020-05-15 12:30:33.998521,2.7544670497894286,-0.3374251341342926,-0.8628036201834679
2020-05-15 12:30:32.942383,0.44197890162467957,2.3286235332489014,0.3933267295360565
2020-05-15 12:30:34.242778,-0.5484687685966492,-0.062236279249191284,3.133697748184204
2020-05-15 12:30:37.322945,0.1881768351316452,-0.03251561987102032,-0.11709125795364383
2020-05-15 12:30:40.912797,0.12752655148506165,0.28212496638298035,1.0907871723175049
2020-05-15 12:30:40.942591,-0.05208232253789902,-0.21637964248657227,1.0712913274765015
2020-05-15 12:30:45.778302,2.8609006797790526,-0.8343504583358765,0.2801346584320068
2020-05-15 12:30:45.808125,0.828680157661438,0.7402745485305786,0.017058778554201126
2020-05-15 12:30:45.232803,-0.018512673676013947,0.03544771298766136,0.7232922315597534
2020-05-15 12:30:47.067617,3.563993731689453,-0.7499214326858521,-0.692459543132782
2020-05-15 12:30:47.340575,0.007030931767076254,0.23210971057415009,0.4927550256252289
2020-05-15 12:30:47.430097,0.03418487310409546,-0.04607414826750755,1.1426944732666016
2020-05-15 12:30:54.125814,0.24563653225898743,0.0008675549283623692,0.006219307994842493
2020-05-15 12:30:53.999799,0.04364026337862015,0.07915037870407104,0.9784428477287292
2020-05-15 12:30:54.031867,0.037821561098098755,-0.00844290666282177,1.0868879556655884
2020-05-15 12:30:59.231304,1.1140778457641602,0.18854621891975404,-0.8323415265321732
2020-05-15 12:30:59.171558,-0.0446772500872612,0.4108050465583801,-0.23837727308273315
2020-05-15 12:30:58.335300,0.1534682661294937,-0.012543746270239353,1.0418040752410889
2020-05-15 12:30:59.291834,3.0175207054138182,-1.366977325630188,-0.1682676271438599
2020-05-15 12:31:02.127136,0.04727695509791374,0.37098705768585205,0.7942080497741699
2020-05-15 12:31:02.186908,-0.7644500136375427,0.3163587152957916,1.4726600646972656
2020-05-15 12:31:04.880160,0.3195825314044952,0.24875877146720887,-0.18776335277557377
2020-05-15 12:31:04.363432,0.09600858390331268,0.28503847122192383,1.3629964590072632
2020-05-15 12:31:04.939938,0.1755308359861374,0.056570667773485184,1.1297786235809326
2020-05-15 12:31:07.368741,0.5494212901115417,0.021504920917749405,-0.09588964738845829
2020-05-15 12:31:08.406981,0.07346111536026001,0.029620693996548653,1.0208460092544556
2020-05-15 12:31:07.920099,0.10958555340766907,0.14324761927127838,1.281358003616333
2020-05-15 12:31:10.198027,3.0262487327575682,-1.998989216041565,-0.701476295375824
2020-05-15 12:31:10.227894,1.0122116804122925,1.6915358304977417,0.5680573582649231
2020-05-15 12:31:10.625238,-0.009626590646803379,-0.28585267066955566,1.302559733390808
2020-05-15 12:31:11.823377,3.7875287925720214,-0.5658660447120667,-0.5452666179180146
2020-05-15 12:31:15.295863,0.2397790104150772,0.19447685778141022,0.8241827487945557
2020-05-15 12:31:12.170033,0.4676781892776489,-0.11699455976486206,1.3827358484268188
2020-05-15 12:31:15.783787,2.837868252944946,-1.5819095289230347,-0.36200662412643436
2020-05-15 12:31:17.447277,-0.009379754774272442,0.2488623857498169,0.64262855052948
2020-05-15 12:31:17.258920,-0.466025710105896,-0.28416410088539124,1.4010131359100342
2020-05-15 12:31:19.372515,0.8485995327949524,0.25118670706748963,-0.35518308439254764
2020-05-15 12:31:21.578525,0.13431504368782043,0.0480729304254055,0.7055023908615112
2020-05-15 12:31:19.402443,0.21601930260658264,-0.17223529517650604,1.176324725151062
2020-05-15 12:31:22.349040,1.3271878158569337,0.0018387250706553455,-0.41561992921829227
2020-05-15 12:31:23.392750,0.27032721042633057,0.589500367641449,0.6012001037597656
2020-05-15 12:31:23.457036,-0.6642347574234009,0.015781516209244728,1.6851636171340942
